T,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Vp
17,0.508308410644531,0.522971153259277,0.57673454284668,0.483870506286621,0.557184219360352,0.488758087158203,0.55229663848877,0.532746315002441,0.518083572387695,0.615835189819336,0.591397285461426,0.547409057617188,0.537633895874023,0.518083572387695,0.420331954956055,0.474095344543457,0.606060028076172,0.478982925415039,0.615835189819336,0.534032520494963
18,0.532746315002441,0.557184219360352,0.606060028076172,0.518083572387695,0.60117244720459,0.503420829772949,0.596284866333008,0.566959381103516,0.55229663848877,0.664710998535156,0.615835189819336,0.571846961975098,0.557184219360352,0.562071800231934,0.464320182800293,0.498533248901367,0.654935836791992,0.518083572387695,0.664710998535156,0.568760068793046
19,0.571846961975098,0.586509704589844,0.630497932434082,0.562071800231934,0.654935836791992,0.532746315002441,0.630497932434082,0.60117244720459,0.586509704589844,0.694036483764648,0.640273094177246,0.620722770690918,0.591397285461426,0.640273094177246,0.518083572387695,0.518083572387695,0.659823417663574,0.562071800231934,0.694036483764648,0.605031063682155
20,0.586509704589844,0.606060028076172,0.679373741149902,0.591397285461426,0.694036483764648,0.557184219360352,0.684261322021484,0.6256103515625,0.60117244720459,0.728249549865723,0.654935836791992,0.640273094177246,0.60117244720459,0.679373741149902,0.55229663848877,0.547409057617188,0.684261322021484,0.581622123718262,0.728249549865723,0.632813102320621
21,0.635385513305664,0.615835189819336,0.728249549865723,0.610947608947754,0.723361968994141,0.566959381103516,0.713586807250977,0.645160675048828,0.65004825592041,0.752687454223633,0.679373741149902,0.659823417663574,0.606060028076172,0.718474388122559,0.57673454284668,0.566959381103516,0.69892406463623,0.610947608947754,0.752687454223633,0.658537212171053
22,0.65004825592041,0.640273094177246,0.752687454223633,0.630497932434082,0.742912292480469,0.60117244720459,0.733137130737305,0.659823417663574,0.669598579406738,0.791788101196289,0.708699226379395,0.689148902893066,0.640273094177246,0.747799873352051,0.606060028076172,0.606060028076172,0.718474388122559,0.645160675048828,0.791788101196289,0.685547527514006
23,0.669598579406738,0.694036483764648,0.767350196838379,0.664710998535156,0.801563262939453,0.606060028076172,0.762462615966797,0.69892406463623,0.723361968994141,0.826001167297363,0.728249549865723,0.733137130737305,0.67448616027832,0.782012939453125,0.694036483764648,0.635385513305664,0.738024711608887,0.684261322021484,0.826001167297363,0.72156128130461
24,0.69892406463623,0.708699226379395,0.777125358581543,0.703811645507812,0.821113586425781,0.640273094177246,0.786900520324707,0.728249549865723,0.747799873352051,0.850439071655273,0.757575035095215,0.752687454223633,0.713586807250977,0.806450843811035,0.742912292480469,0.684261322021484,0.782012939453125,0.723361968994141,0.850439071655273,0.751401248731111
25,0.733137130737305,0.738024711608887,0.806450843811035,0.728249549865723,0.840663909912109,0.67448616027832,0.860214233398438,0.747799873352051,0.796675682067871,0.88953971862793,0.782012939453125,0.767350196838379,0.738024711608887,0.855326652526855,0.772237777709961,0.703811645507812,0.830888748168945,0.821113586425781,0.88953971862793,0.788186725817229
26,0.772237777709961,0.777125358581543,0.826001167297363,0.752687454223633,0.869989395141602,0.694036483764648,0.894427299499512,0.777125358581543,0.830888748168945,0.928640365600586,0.850439071655273,0.786900520324707,0.747799873352051,0.874876976013184,0.806450843811035,0.713586807250977,0.860214233398438,0.850439071655273,0.928640365600586,0.81802669324373
27,0.801563262939453,0.796675682067871,0.855326652526855,0.762462615966797,0.88953971862793,0.713586807250977,0.918865203857422,0.801563262939453,0.860214233398438,0.943303108215332,0.869989395141602,0.850439071655273,0.782012939453125,0.899314880371094,0.830888748168945,0.738024711608887,0.904202461242676,0.860214233398438,0.943303108215332,0.843236320897153
28,0.830888748168945,0.830888748168945,0.874876976013184,0.835776329040527,0.904202461242676,0.757575035095215,0.948190689086914,0.850439071655273,0.874876976013184,0.982403755187988,0.909090042114258,0.904202461242676,0.816226005554199,0.909090042114258,0.835776329040527,0.772237777709961,0.918865203857422,0.879764556884766,0.982403755187988,0.874619734914679
29,0.855326652526855,0.869989395141602,0.88953971862793,0.86510181427002,0.93841552734375,0.782012939453125,0.96285343170166,0.869989395141602,0.894427299499512,1.00195407867431,0.943303108215332,0.928640365600586,0.830888748168945,0.953078269958496,0.86510181427002,0.791788101196289,0.943303108215332,0.909090042114258,1.00195407867431,0.899829362568102
30,0.894427299499512,0.904202461242676,0.909090042114258,0.909090042114258,0.977516174316406,0.816226005554199,0.982403755187988,0.894427299499512,0.933527946472168,1.04105472564697,0.957965850830078,0.972628593444824,0.869989395141602,1.00195407867431,0.88953971862793,0.806450843811035,0.977516174316406,0.93841552734375,1.04105472564697,0.93249898207815
31,0.918865203857422,0.93841552734375,0.928640365600586,0.93841552734375,1.00684165954589,0.845551490783691,1.00684165954589,0.923752784729004,0.967741012573242,1.06549263000488,0.972628593444824,1.00195407867431,0.88953971862793,1.01172924041748,0.918865203857422,0.845551490783691,1.01661682128906,0.957965850830078,1.06549263000488,0.958994815224094
32,0.948190689086914,0.982403755187988,0.967741012573242,0.967741012573242,1.04594230651855,0.860214233398438,1.0312795639038,0.982403755187988,1.00195407867431,1.08015537261962,1.0312795639038,1.01172924041748,0.928640365600586,1.03616714477539,0.943303108215332,0.855326652526855,1.05082988739013,0.982403755187988,1.08015537261962,0.988834782650594
33,0.967741012573242,1.00195407867431,0.982403755187988,0.997066497802734,1.07526779174804,0.884652137756348,1.0606050491333,0.997066497802734,1.04105472564697,1.10948085784912,1.05082988739013,1.0312795639038,0.967741012573242,1.07526779174804,0.967741012573242,0.899314880371094,1.08015537261962,1.01661682128906,1.10948085784912,1.01661682128906
34,1.03616714477539,1.02639198303222,1.01661682128906,1.02150440216064,1.11925601959228,0.904202461242676,1.10459327697753,1.04105472564697,1.05571746826171,1.14858150482177,1.07038021087646,1.05571746826171,0.98729133605957,1.10459327697753,1.00684165954589,0.91397762298584,1.09970569610595,1.03616714477539,1.14858150482177,1.04722851201107
35,1.06549263000488,1.11925601959228,1.04594230651855,1.04594230651855,1.14369392395019,0.923752784729004,1.12903118133544,1.07526779174804,1.08015537261962,1.1681318283081,1.08015537261962,1.07526779174804,1.00195407867431,1.12903118133544,1.05082988739013,0.93841552734375,1.14369392395019,1.07526779174804,1.1681318283081,1.07681123833907
36,1.09970569610595,1.14369392395019,1.07526779174804,1.0606050491333,1.15835666656494,0.953078269958496,1.14858150482177,1.09970569610595,1.13880634307861,1.20234489440918,1.08993053436279,1.10459327697753,1.04105472564697,1.15346908569335,1.07526779174804,0.967741012573242,1.17301940917968,1.09481811523437,1.20234489440918,1.10433603587903
37,1.12414360046386,1.17790699005127,1.10459327697753,1.09970569610595,1.24144554138183,0.972628593444824,1.18279457092285,1.12414360046386,1.16324424743652,1.23167037963867,1.1143684387207,1.12414360046386,1.0606050491333,1.1681318283081,1.09970569610595,0.997066497802734,1.19745731353759,1.12903118133544,1.23167037963867,1.13391876220703
38,1.15835666656494,1.22678279876709,1.1143684387207,1.13391876220703,1.25610828399658,1.02639198303222,1.20234489440918,1.15835666656494,1.19256973266601,1.30009651184082,1.14369392395019,1.1681318283081,1.08504295349121,1.19256973266601,1.11925601959228,1.02150440216064,1.2218952178955,1.14369392395019,1.30009651184082,1.16658838171708
39,1.17301940917968,1.24633312225341,1.13880634307861,1.1681318283081,1.27565860748291,1.04105472564697,1.24144554138183,1.17790699005127,1.2218952178955,1.32453441619873,1.17790699005127,1.18279457092285,1.1143684387207,1.21700763702392,1.13391876220703,1.08015537261962,1.25610828399658,1.18768215179443,1.32453441619873,1.19385593815853
40,1.19745731353759,1.26099586486816,1.17301940917968,1.19256973266601,1.3049840927124,1.08504295349121,1.26588344573974,1.20234489440918,1.24633312225341,1.33919715881347,1.18768215179443,1.21212005615234,1.15346908569335,1.251220703125,1.17790699005127,1.1143684387207,1.28054618835449,1.21212005615234,1.33919715881347,1.22086625350149
41,1.21700763702392,1.27565860748291,1.20234489440918,1.21212005615234,1.33430957794189,1.10459327697753,1.28543376922607,1.22678279876709,1.27565860748291,1.34897232055664,1.21212005615234,1.23655796051025,1.19256973266601,1.28543376922607,1.19745731353759,1.13880634307861,1.3049840927124,1.22678279876709,1.34897232055664,1.24350347016987
42,1.23167037963867,1.30987167358398,1.23167037963867,1.22678279876709,1.34897232055664,1.12903118133544,1.30987167358398,1.25610828399658,1.30009651184082,1.37341022491455,1.23655796051025,1.24633312225341,1.2218952178955,1.3049840927124,1.21700763702392,1.1681318283081,1.33430957794189,1.25610828399658,1.37341022491455,1.26716965123226
43,1.27565860748291,1.33430957794189,1.25610828399658,1.23655796051025,1.37341022491455,1.14858150482177,1.33919715881347,1.27565860748291,1.32453441619873,1.38807296752929,1.26099586486816,1.27077102661132,1.251220703125,1.32453441619873,1.251220703125,1.17790699005127,1.37829780578613,1.28543376922607,1.38807296752929,1.29160755559018
44,1.3049840927124,1.36363506317138,1.27077102661132,1.26099586486816,1.38807296752929,1.18279457092285,1.35385990142822,1.3049840927124,1.3587474822998,1.42228603363037,1.28543376922607,1.29520893096923,1.27565860748291,1.35385990142822,1.28054618835449,1.2218952178955,1.39296054840087,1.3049840927124,1.42228603363037,1.31810338873612
45,1.32453441619873,1.39296054840087,1.33430957794189,1.29032135009765,1.42228603363037,1.22678279876709,1.39784812927246,1.33919715881347,1.38807296752929,1.45649909973144,1.30009651184082,1.32453441619873,1.30987167358398,1.37829780578613,1.3049840927124,1.23655796051025,1.39784812927246,1.32453441619873,1.45649909973144,1.34768611506412
46,1.35385990142822,1.40273571014404,1.36363506317138,1.30009651184082,1.46138668060302,1.251220703125,1.4125108718872,1.36852264404296,1.41739845275878,1.48093700408935,1.34408473968505,1.3587474822998,1.32453441619873,1.41739845275878,1.30987167358398,1.24633312225341,1.42717361450195,1.33919715881347,1.48093700408935,1.37160953722502
47,1.36363506317138,1.43206119537353,1.37829780578613,1.32453441619873,1.47604942321777,1.27565860748291,1.43206119537353,1.37341022491455,1.43694877624511,1.51515007019043,1.39296054840087,1.39296054840087,1.34897232055664,1.43206119537353,1.32942199707031,1.26588344573974,1.48582458496093,1.36363506317138,1.51515007019043,1.39656192377994
48,1.38807296752929,1.45649909973144,1.40762329101562,1.33919715881347,1.50048732757568,1.3049840927124,1.44672393798828,1.40762329101562,1.45649909973144,1.52003765106201,1.41739845275878,1.40762329101562,1.36852264404296,1.45649909973144,1.35385990142822,1.30009651184082,1.50048732757568,1.37341022491455,1.52003765106201,1.41714121166028
49,1.40762329101562,1.47116184234619,1.44672393798828,1.3587474822998,1.52981281280517,1.33430957794189,1.4662742614746,1.43206119537353,1.48093700408935,1.53958797454834,1.46138668060302,1.42717361450195,1.4125108718872,1.47604942321777,1.38807296752929,1.32942199707031,1.51515007019043,1.40762329101562,1.53958797454834,1.44337980370772
50,1.44183635711669,1.50048732757568,1.44183635711669,1.40762329101562,1.55425071716308,1.35385990142822,1.49071216583252,1.45649909973144,1.50048732757568,1.55425071716308,1.47604942321777,1.44672393798828,1.4662742614746,1.52003765106201,1.40762329101562,1.36363506317138,1.53958797454834,1.4125108718872,1.55425071716308,1.46781770806563
51,1.46138668060302,1.53958797454834,1.46138668060302,1.42228603363037,1.56891345977783,1.36363506317138,1.51515007019043,1.47116184234619,1.53958797454834,1.56891345977783,1.49071216583252,1.48093700408935,1.48093700408935,1.54447555541992,1.42717361450195,1.37829780578613,1.55913829803466,1.44183635711669,1.56891345977783,1.48865423704448
52,1.4662742614746,1.55425071716308,1.47604942321777,1.44672393798828,1.58357620239257,1.45161151885986,1.54447555541992,1.48093700408935,1.5493631362915,1.59823894500732,1.52003765106201,1.50537490844726,1.50048732757568,1.55425071716308,1.45649909973144,1.39296054840087,1.58846378326416,1.47116184234619,1.59823894500732,1.51257765920538
53,1.49071216583252,1.57380104064941,1.50048732757568,1.48582458496093,1.62267684936523,1.47604942321777,1.6031265258789,1.49071216583252,1.56402587890625,1.62756443023681,1.53958797454834,1.53958797454834,1.51515007019043,1.57380104064941,1.48093700408935,1.41739845275878,1.60801410675048,1.51515007019043,1.62756443023681,1.53958797454834
54,1.52981281280517,1.59335136413574,1.52003765106201,1.50537490844726,1.65200233459472,1.4955997467041,1.63245201110839,1.51026248931884,1.57868862152099,1.64222717285156,1.55425071716308,1.5493631362915,1.53958797454834,1.58357620239257,1.4955997467041,1.45161151885986,1.63733959197998,1.54447555541992,1.64222717285156,1.56093898572419
55,1.55425071716308,1.60801410675048,1.55425071716308,1.52981281280517,1.67644023895263,1.53958797454834,1.66177749633789,1.55425071716308,1.6031265258789,1.6568899154663,1.58846378326416,1.56402587890625,1.57868862152099,1.61290168762207,1.5493631362915,1.4662742614746,1.67155265808105,1.5493631362915,1.6568899154663,1.58820654216565
56,1.57868862152099,1.62756443023681,1.57868862152099,1.52981281280517,1.70087814331054,1.55425071716308,1.68132781982421,1.55425071716308,1.62756443023681,1.67644023895263,1.61290168762207,1.59335136413574,1.59823894500732,1.63245201110839,1.58846378326416,1.48582458496093,1.69599056243896,1.57868862152099,1.67644023895263,1.6090430711445
57,1.61290168762207,1.6568899154663,1.61290168762207,1.57380104064941,1.73509120941162,1.57380104064941,1.70576572418212,1.57380104064941,1.63245201110839,1.69599056243896,1.64222717285156,1.61290168762207,1.62267684936523,1.64711475372314,1.60801410675048,1.50537490844726,1.70087814331054,1.61778926849365,1.69599056243896,1.6329664933054
58,1.63245201110839,1.68132781982421,1.63245201110839,1.58846378326416,1.76441669464111,1.58846378326416,1.72531604766845,1.6031265258789,1.68132781982421,1.72042846679687,1.6568899154663,1.62267684936523,1.64222717285156,1.69599056243896,1.61290168762207,1.52003765106201,1.72531604766845,1.62267684936523,1.72042846679687,1.65457474557976
59,1.64711475372314,1.71065330505371,1.6568899154663,1.60801410675048,1.78396701812744,1.60801410675048,1.74486637115478,1.62756443023681,1.71065330505371,1.73509120941162,1.67644023895263,1.64711475372314,1.65200233459472,1.71554088592529,1.63733959197998,1.55913829803466,1.75464153289794,1.64711475372314,1.73509120941162,1.67669748005114
60,1.67644023895263,1.71065330505371,1.66666507720947,1.63733959197998,1.80840492248535,1.6568899154663,1.76930427551269,1.63733959197998,1.73020362854003,1.76441669464111,1.70087814331054,1.66666507720947,1.6568899154663,1.75464153289794,1.65200233459472,1.56891345977783,1.7937421798706,1.67644023895263,1.76441669464111,1.69959193781802
61,1.69599056243896,1.73020362854003,1.69599056243896,1.6568899154663,1.83284282684326,1.67644023895263,1.78396701812744,1.6568899154663,1.73509120941162,1.78885459899902,1.7399787902832,1.69110298156738,1.69599056243896,1.75952911376953,1.67644023895263,1.59823894500732,1.80351734161377,1.70576572418212,1.78885459899902,1.72171467228939
62,1.72042846679687,1.76441669464111,1.72042846679687,1.66666507720947,1.83773040771484,1.69599056243896,1.81329250335693,1.67155265808105,1.75952911376953,1.82795524597168,1.74975395202636,1.69599056243896,1.72042846679687,1.78396701812744,1.74975395202636,1.62267684936523,1.83773040771484,1.72531604766845,1.82795524597168,1.74692429994282
63,1.7399787902832,1.7937421798706,1.73509120941162,1.69110298156738,1.86705589294433,1.73020362854003,1.82795524597168,1.69110298156738,1.75952911376953,1.83773040771484,1.76930427551269,1.70576572418212,1.73509120941162,1.79862976074218,1.75952911376953,1.63733959197998,1.85728073120117,1.74975395202636,1.83773040771484,1.76441669464111
64,1.74486637115478,1.82306766510009,1.76930427551269,1.72531604766845,1.89638137817382,1.73020362854003,1.86216831207275,1.72042846679687,1.78885459899902,1.85728073120117,1.78396701812744,1.72531604766845,1.74975395202636,1.81818008422851,1.77419185638427,1.66177749633789,1.86705589294433,1.78885459899902,1.85728073120117,1.78653942911248
65,1.76930427551269,1.847505569458,1.78885459899902,1.75952911376953,1.90615653991699,1.75952911376953,1.89638137817382,1.74486637115478,1.81329250335693,1.86705589294433,1.79862976074218,1.77419185638427,1.78396701812744,1.85239315032959,1.78396701812744,1.69110298156738,1.90615653991699,1.85239315032959,1.86705589294433,1.81380698555394
66,1.77419185638427,1.86216831207275,1.80840492248535,1.76441669464111,1.91593170166015,1.77419185638427,1.90615653991699,1.77419185638427,1.82306766510009,1.90615653991699,1.85239315032959,1.78885459899902,1.78396701812744,1.87194347381591,1.80840492248535,1.71065330505371,1.92570686340332,1.8768310546875,1.90615653991699,1.83335730904027
67,1.79862976074218,1.8768310546875,1.83773040771484,1.7937421798706,1.95014476776123,1.78885459899902,1.92570686340332,1.7937421798706,1.85728073120117,1.92570686340332,1.86216831207275,1.80351734161377,1.80351734161377,1.90126895904541,1.84261798858642,1.72531604766845,1.94525718688964,1.88660621643066,1.92570686340332,1.85496556131463
68,1.81329250335693,1.91593170166015,1.87194347381591,1.83284282684326,1.97458267211914,1.80351734161377,1.94036960601806,1.79862976074218,1.88660621643066,1.95014476776123,1.87194347381591,1.82306766510009,1.81329250335693,1.90126895904541,1.847505569458,1.74975395202636,1.95991992950439,1.90126895904541,1.95014476776123,1.87400140260395
69,1.85239315032959,1.94525718688964,1.88171863555908,1.86216831207275,1.99902057647705,1.83773040771484,1.95503234863281,1.83284282684326,1.92081928253173,1.95991992950439,1.89149379730224,1.86216831207275,1.84261798858642,1.92570686340332,1.87194347381591,1.76441669464111,1.97458267211914,1.92570686340332,1.95991992950439,1.89818206586335
70,1.87194347381591,1.9843578338623,1.89149379730224,1.87194347381591,2.01857089996337,1.847505569458,1.96969509124755,1.85728073120117,1.92570686340332,1.97947025299072,1.92081928253173,1.90615653991699,1.87194347381591,1.94525718688964,1.90126895904541,1.78885459899902,1.99902057647705,1.94525718688964,1.97947025299072,1.91979031813772
71,1.90126895904541,1.99413299560546,1.91104412078857,1.89638137817382,2.04789638519287,1.87194347381591,1.98924541473388,1.86705589294433,1.95014476776123,1.99413299560546,1.9305944442749,1.92570686340332,1.90615653991699,1.95991992950439,1.9305944442749,1.79862976074218,2.02834606170654,1.97947025299072,1.99413299560546,1.94088408821507
72,1.90615653991699,2.04789638519287,1.9305944442749,1.91593170166015,2.06744670867919,1.88171863555908,2.00390815734863,1.87194347381591,1.95503234863281,2.00390815734863,1.95503234863281,1.95014476776123,1.92570686340332,1.98924541473388,1.94036960601806,1.82306766510009,2.0381212234497,1.99902057647705,2.00390815734863,1.95837648291337
73,1.93548202514648,2.06744670867919,1.94525718688964,1.94036960601806,2.08210945129394,1.90126895904541,2.0381212234497,1.90126895904541,1.97458267211914,2.01368331909179,1.97947025299072,1.96969509124755,1.94525718688964,2.02834606170654,1.97458267211914,1.82795524597168,2.06255912780761,2.02345848083496,2.01368331909179,1.98024197628623
74,1.94525718688964,2.0918846130371,1.97947025299072,1.95014476776123,2.09677219390869,1.91593170166015,2.05767154693603,1.92081928253173,1.99413299560546,2.02834606170654,2.00879573822021,1.98924541473388,1.97458267211914,2.02834606170654,2.01857089996337,1.847505569458,2.09677219390869,2.04300880432128,2.02834606170654,2.00082126416658
75,1.96969509124755,2.11143493652343,2.00879573822021,1.97458267211914,2.15542316436767,1.92570686340332,2.07233428955078,1.96480751037597,2.01368331909179,2.04300880432128,2.02834606170654,1.99902057647705,1.99902057647705,2.04789638519287,2.03323364257812,1.85728073120117,2.11143493652343,2.05278396606445,2.04300880432128,2.02165779314543
76,2.01368331909179,2.13587284088134,2.0381212234497,1.98924541473388,2.174973487854,1.93548202514648,2.08699703216552,1.9843578338623,2.02834606170654,2.05278396606445,2.03323364257812,2.01368331909179,2.02345848083496,2.07233428955078,2.0381212234497,1.88660621643066,2.12609767913818,2.07233428955078,2.05278396606445,2.03992191113923
77,2.04300880432128,2.17008590698242,2.05278396606445,2.00390815734863,2.19452381134033,1.96480751037597,2.12609767913818,1.99902057647705,2.04300880432128,2.08699703216552,2.04789638519287,2.02834606170654,2.04300880432128,2.0918846130371,2.05278396606445,1.90615653991699,2.14564800262451,2.08210945129394,2.08699703216552,2.0615301634136
78,2.05278396606445,2.174973487854,2.08210945129394,2.02834606170654,2.20429897308349,1.96969509124755,2.15053558349609,2.00879573822021,2.07722187042236,2.09677219390869,2.05767154693603,2.05278396606445,2.05767154693603,2.10654735565185,2.08210945129394,1.92081928253173,2.16519832611084,2.0918846130371,2.09677219390869,2.07773635261937
79,2.06744670867919,2.19941139221191,2.0918846130371,2.04300880432128,2.22384929656982,1.99902057647705,2.16519832611084,2.0381212234497,2.10654735565185,2.12609767913818,2.08210945129394,2.06255912780761,2.06744670867919,2.13587284088134,2.10654735565185,1.94525718688964,2.19452381134033,2.11143493652343,2.12609767913818,2.09960184599223
80,2.08210945129394,2.20429897308349,2.12609767913818,2.05278396606445,2.24339962005615,2.02345848083496,2.18474864959716,2.07722187042236,2.11632251739502,2.14564800262451,2.10654735565185,2.07722187042236,2.10165977478027,2.17008590698242,2.1212100982666,1.95991992950439,2.20918655395507,2.13587284088134,2.14564800262451,2.12018113387258
81,2.10165977478027,2.20918655395507,2.15053558349609,2.07233428955078,2.26783752441406,2.05278396606445,2.20429897308349,2.0918846130371,2.15053558349609,2.15542316436767,2.11143493652343,2.09677219390869,2.12609767913818,2.18474864959716,2.14564800262451,1.97947025299072,2.2287368774414,2.14564800262451,2.15542316436767,2.13844525186639
82,2.11143493652343,2.2287368774414,2.174973487854,2.09677219390869,2.2825002670288,2.07233428955078,2.2287368774414,2.09677219390869,2.17008590698242,2.19941139221191,2.13587284088134,2.12609767913818,2.15053558349609,2.20429897308349,2.17008590698242,1.99413299560546,2.24339962005615,2.16031074523925,2.19941139221191,2.16031074523925
83,2.13587284088134,2.24828720092773,2.22384929656982,2.11632251739502,2.30205059051513,2.08699703216552,2.24339962005615,2.11143493652343,2.17008590698242,2.2287368774414,2.16031074523925,2.13587284088134,2.16031074523925,2.21896171569824,2.18474864959716,2.04789638519287,2.26783752441406,2.17008590698242,2.2287368774414,2.1811472742181
84,2.15053558349609,2.26294994354248,2.23362445831298,2.13587284088134,2.32648849487304,2.10165977478027,2.27272510528564,2.12609767913818,2.19941139221191,2.24339962005615,2.17986106872558,2.15053558349609,2.18474864959716,2.24828720092773,2.20429897308349,2.07722187042236,2.27761268615722,2.19941139221191,2.24339962005615,2.20095483880294
85,2.16031074523925,2.2825002670288,2.25317478179931,2.15542316436767,2.33626365661621,2.10654735565185,2.29716300964355,2.15053558349609,2.20918655395507,2.25806236267089,2.19452381134033,2.174973487854,2.19452381134033,2.26783752441406,2.21407413482666,2.08699703216552,2.30205059051513,2.21407413482666,2.25806236267089,2.2166465458117
86,2.18963623046875,2.29227542877197,2.28738784790039,2.17008590698242,2.35092639923095,2.13587284088134,2.3118257522583,2.16031074523925,2.23362445831298,2.26783752441406,2.18963623046875,2.18963623046875,2.21407413482666,2.30205059051513,2.2287368774414,2.10165977478027,2.36070156097412,2.23851203918457,2.26783752441406,2.23645411039653
