T,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Vp
141,3.0449628829956,3.14271450042724,3.09383869171142,3.04985046386718,3.17692756652832,3.03518772125244,3.16715240478515,3.05473804473877,3.04985046386718,3.10850143432617,3.06451320648193,3.04007530212402,3.098726272583,3.21602821350097,3.17692756652832,3.05473804473877,3.17203998565673,3.07917594909668,3.10850143432617,3.10181316576506
142,3.05962562561035,3.14271450042724,3.11827659606933,3.07428836822509,3.18670272827148,3.0449628829956,3.19647789001464,3.05962562561035,3.06451320648193,3.12316417694091,3.07428836822509,3.05962562561035,3.11827659606933,3.24046611785888,3.18670272827148,3.05962562561035,3.19159030914306,3.098726272583,3.12316417694091,3.11699039057681
143,3.06451320648193,3.15248966217041,3.12316417694091,3.07917594909668,3.20625305175781,3.05962562561035,3.20136547088623,3.08406352996826,3.08406352996826,3.12316417694091,3.08406352996826,3.06940078735351,3.11827659606933,3.25512886047363,3.19647789001464,3.07428836822509,3.21114063262939,3.11338901519775,3.12316417694091,3.12753727561549
144,3.07917594909668,3.16226482391357,3.13293933868408,3.08895111083984,3.21114063262939,3.06451320648193,3.22091579437255,3.10361385345459,3.098726272583,3.14760208129882,3.10361385345459,3.07917594909668,3.14760208129882,3.26490402221679,3.21114063262939,3.08895111083984,3.21114063262939,3.11338901519775,3.14760208129882,3.14091381273771
145,3.08895111083984,3.16715240478515,3.13782691955566,3.10361385345459,3.22091579437255,3.08406352996826,3.23069095611572,3.10850143432617,3.10361385345459,3.16226482391357,3.12316417694091,3.09383869171142,3.16226482391357,3.27956676483154,3.22091579437255,3.098726272583,3.22580337524414,3.1280517578125,3.16226482391357,3.15274690326891
146,3.09383869171142,3.18670272827148,3.15248966217041,3.11827659606933,3.2355785369873,3.10361385345459,3.24046611785888,3.11827659606933,3.11827659606933,3.18670272827148,3.1280517578125,3.10850143432617,3.16226482391357,3.2893419265747,3.23069095611572,3.11338901519775,3.24046611785888,3.13293933868408,3.18670272827148,3.16560895819413
147,3.11827659606933,3.19647789001464,3.17203998565673,3.13293933868408,3.25024127960205,3.11338901519775,3.24535369873046,3.13293933868408,3.13293933868408,3.20136547088623,3.14760208129882,3.11827659606933,3.17692756652832,3.30400466918945,3.23069095611572,3.11827659606933,3.25512886047363,3.14760208129882,3.20136547088623,3.17872825421785
148,3.12316417694091,3.21602821350097,3.17692756652832,3.14271450042724,3.26490402221679,3.12316417694091,3.25512886047363,3.15248966217041,3.14760208129882,3.20625305175781,3.17203998565673,3.14271450042724,3.19159030914306,3.31866741180419,3.25024127960205,3.13293933868408,3.26001644134521,3.16715240478515,3.20625305175781,3.19210479134007
149,3.13293933868408,3.22091579437255,3.18670272827148,3.13782691955566,3.26001644134521,3.14271450042724,3.26979160308837,3.15737724304199,3.16226482391357,3.2355785369873,3.1818151473999,3.15737724304199,3.21114063262939,3.32844257354736,3.25512886047363,3.13782691955566,3.2893419265747,3.20136547088623,3.2355785369873,3.2054813284623
150,3.15737724304199,3.2355785369873,3.19159030914306,3.15248966217041,3.27956676483154,3.16715240478515,3.27956676483154,3.16715240478515,3.17692756652832,3.2355785369873,3.19159030914306,3.17203998565673,3.21602821350097,3.33821773529052,3.26001644134521,3.15248966217041,3.2893419265747,3.21602821350097,3.2355785369873,3.21654269569798
151,3.15737724304199,3.24535369873046,3.21114063262939,3.15737724304199,3.29422950744628,3.17692756652832,3.28445434570312,3.17692756652832,3.17692756652832,3.25024127960205,3.19647789001464,3.1818151473999,3.23069095611572,3.34799289703369,3.27956676483154,3.15737724304199,3.28445434570312,3.21602821350097,3.25024127960205,3.22503165194863
152,3.17692756652832,3.25512886047363,3.21602821350097,3.21114063262939,3.31377983093261,3.19159030914306,3.29911708831787,3.19159030914306,3.20136547088623,3.26979160308837,3.20625305175781,3.21114063262939,3.24535369873046,3.35288047790527,3.2893419265747,3.17692756652832,3.29911708831787,3.22580337524414,3.26979160308837,3.24226680554841
153,3.19159030914306,3.27956676483154,3.2355785369873,3.22091579437255,3.31866741180419,3.19647789001464,3.29911708831787,3.21114063262939,3.21114063262939,3.27956676483154,3.21602821350097,3.23069095611572,3.24535369873046,3.36754322052002,3.29422950744628,3.19159030914306,3.31377983093261,3.24046611785888,3.27956676483154,3.25384265498111
154,3.20136547088623,3.29422950744628,3.25512886047363,3.24046611785888,3.33333015441894,3.21602821350097,3.30889225006103,3.22091579437255,3.22580337524414,3.28445434570312,3.22580337524414,3.24535369873046,3.26001644134521,3.38709354400634,3.31866741180419,3.20136547088623,3.33333015441894,3.25024127960205,3.28445434570312,3.26773367430034
155,3.21602821350097,3.31866741180419,3.26979160308837,3.25024127960205,3.35288047790527,3.23069095611572,3.32844257354736,3.22091579437255,3.2355785369873,3.29911708831787,3.24046611785888,3.25024127960205,3.27467918395996,3.40664386749267,3.32844257354736,3.20136547088623,3.35288047790527,3.26001644134521,3.29911708831787,3.28085297032406
156,3.23069095611572,3.32355499267578,3.26979160308837,3.26490402221679,3.37731838226318,3.2355785369873,3.33333015441894,3.24535369873046,3.24046611785888,3.31377983093261,3.26001644134521,3.26490402221679,3.29422950744628,3.41153144836425,3.34799289703369,3.21114063262939,3.36265563964843,3.27956676483154,3.31377983093261,3.29371502524928
157,3.25024127960205,3.32844257354736,3.2893419265747,3.26979160308837,3.38709354400634,3.24535369873046,3.3431053161621,3.25512886047363,3.26001644134521,3.33333015441894,3.26001644134521,3.27467918395996,3.29911708831787,3.426194190979,3.34799289703369,3.22091579437255,3.36265563964843,3.2893419265747,3.33333015441894,3.30400466918945
158,3.27467918395996,3.33333015441894,3.29422950744628,3.27956676483154,3.39198112487793,3.26001644134521,3.34799289703369,3.26490402221679,3.26001644134521,3.33821773529052,3.27956676483154,3.27467918395996,3.31377983093261,3.43108177185058,3.35776805877685,3.2355785369873,3.3724308013916,3.29422950744628,3.33821773529052,3.3127508665386
159,3.2893419265747,3.34799289703369,3.29422950744628,3.29422950744628,3.41641902923584,3.27956676483154,3.36265563964843,3.28445434570312,3.26979160308837,3.35288047790527,3.30400466918945,3.2893419265747,3.32844257354736,3.44574451446533,3.36754322052002,3.25512886047363,3.38220596313476,3.30889225006103,3.35288047790527,3.32767085025185
160,3.30400466918945,3.36754322052002,3.31866741180419,3.30400466918945,3.41641902923584,3.2893419265747,3.36754322052002,3.28445434570312,3.28445434570312,3.35776805877685,3.30889225006103,3.29422950744628,3.32355499267578,3.46040725708007,3.37731838226318,3.26490402221679,3.40175628662109,3.32355499267578,3.35776805877685,3.33718877089651
161,3.31866741180419,3.3724308013916,3.33333015441894,3.31377983093261,3.43108177185058,3.29422950744628,3.38220596313476,3.30400466918945,3.30400466918945,3.38709354400634,3.31866741180419,3.30400466918945,3.35288047790527,3.47018241882324,3.38220596313476,3.30400466918945,3.42130661010742,3.32844257354736,3.38709354400634,3.35313771900377
162,3.32355499267578,3.38220596313476,3.34799289703369,3.32844257354736,3.44085693359375,3.30889225006103,3.39198112487793,3.30400466918945,3.3431053161621,3.39686870574951,3.32355499267578,3.32355499267578,3.35288047790527,3.4799575805664,3.40175628662109,3.31866741180419,3.426194190979,3.33821773529052,3.39686870574951,3.36471356843647
163,3.32844257354736,3.40175628662109,3.35776805877685,3.33821773529052,3.44085693359375,3.32355499267578,3.40664386749267,3.31377983093261,3.34799289703369,3.40664386749267,3.34799289703369,3.33821773529052,3.36754322052002,3.48973274230957,3.41641902923584,3.33821773529052,3.44085693359375,3.33821773529052,3.40664386749267,3.37628941786916
164,3.3431053161621,3.41153144836425,3.35776805877685,3.35776805877685,3.46040725708007,3.33821773529052,3.41153144836425,3.33821773529052,3.35776805877685,3.40664386749267,3.36265563964843,3.35288047790527,3.3724308013916,3.49950790405273,3.42130661010742,3.33821773529052,3.44085693359375,3.35776805877685,3.40664386749267,3.38606457961232
165,3.3431053161621,3.42130661010742,3.40175628662109,3.36754322052002,3.47018241882324,3.34799289703369,3.42130661010742,3.34799289703369,3.35776805877685,3.426194190979,3.3724308013916,3.35776805877685,3.39686870574951,3.52394580841064,3.43596935272216,3.36265563964843,3.45551967620849,3.38709354400634,3.426194190979,3.40124180442408
166,3.36265563964843,3.426194190979,3.40664386749267,3.38220596313476,3.47506999969482,3.35288047790527,3.43596935272216,3.36265563964843,3.36754322052002,3.42130661010742,3.38220596313476,3.37731838226318,3.39686870574951,3.5337209701538,3.44085693359375,3.38220596313476,3.46529483795166,3.39686870574951,3.42130661010742,3.40998800177323
167,3.37731838226318,3.42130661010742,3.41641902923584,3.39198112487793,3.49462032318115,3.36265563964843,3.44574451446533,3.36754322052002,3.3724308013916,3.44085693359375,3.38220596313476,3.38709354400634,3.41153144836425,3.53860855102539,3.45063209533691,3.38709354400634,3.48973274230957,3.40175628662109,3.44085693359375,3.4200204046149
168,3.38709354400634,3.44574451446533,3.42130661010742,3.40664386749267,3.50439548492431,3.36754322052002,3.45063209533691,3.38709354400634,3.39198112487793,3.44085693359375,3.40175628662109,3.39198112487793,3.42130661010742,3.5630464553833,3.46529483795166,3.39198112487793,3.49950790405273,3.41641902923584,3.44085693359375,3.43133901294909
169,3.39686870574951,3.46040725708007,3.43108177185058,3.42130661010742,3.51905822753906,3.38220596313476,3.46529483795166,3.40175628662109,3.40175628662109,3.45551967620849,3.41153144836425,3.41153144836425,3.45063209533691,3.57770919799804,3.47018241882324,3.40664386749267,3.49950790405273,3.426194190979,3.45551967620849,3.44445830897281
170,3.40664386749267,3.46040725708007,3.43596935272216,3.42130661010742,3.52394580841064,3.39686870574951,3.48484516143798,3.41641902923584,3.42130661010742,3.45551967620849,3.41641902923584,3.42130661010742,3.46529483795166,3.58259677886962,3.4799575805664,3.42130661010742,3.50928306579589,3.44085693359375,3.45551967620849,3.45346174742046
171,3.42130661010742,3.46529483795166,3.44574451446533,3.43596935272216,3.54349613189697,3.40175628662109,3.48484516143798,3.43596935272216,3.41641902923584,3.47506999969482,3.43108177185058,3.43108177185058,3.46040725708007,3.58748435974121,3.48973274230957,3.42130661010742,3.51417064666748,3.44574451446533,3.47506999969482,3.46220794476961
172,3.426194190979,3.47506999969482,3.45551967620849,3.45551967620849,3.55327129364013,3.41153144836425,3.49950790405273,3.44574451446533,3.43108177185058,3.48973274230957,3.43596935272216,3.44574451446533,3.4799575805664,3.60214710235595,3.49950790405273,3.43108177185058,3.53860855102539,3.45063209533691,3.48973274230957,3.47455551749781
173,3.43108177185058,3.4799575805664,3.46529483795166,3.45551967620849,3.5630464553833,3.41641902923584,3.50928306579589,3.46040725708007,3.45551967620849,3.48973274230957,3.44085693359375,3.44574451446533,3.49462032318115,3.59725952148437,3.50439548492431,3.44574451446533,3.54838371276855,3.47506999969482,3.48973274230957,3.48252999155145
174,3.45063209533691,3.48973274230957,3.47506999969482,3.46040725708007,3.56793403625488,3.426194190979,3.51417064666748,3.46529483795166,3.45063209533691,3.48973274230957,3.44085693359375,3.46040725708007,3.49950790405273,3.60703468322753,3.50928306579589,3.46040725708007,3.55815887451171,3.48484516143798,3.48973274230957,3.48947550121106
175,3.46529483795166,3.50928306579589,3.48484516143798,3.47018241882324,3.56793403625488,3.45063209533691,3.52394580841064,3.47506999969482,3.47018241882324,3.51417064666748,3.45551967620849,3.47018241882324,3.50928306579589,3.61192226409912,3.51905822753906,3.4799575805664,3.55815887451171,3.48973274230957,3.51417064666748,3.50208031503777
176,3.47506999969482,3.51417064666748,3.49462032318115,3.48973274230957,3.57770919799804,3.47018241882324,3.52883338928222,3.49462032318115,3.47018241882324,3.51905822753906,3.47506999969482,3.49462032318115,3.51905822753906,3.62658500671386,3.52883338928222,3.47506999969482,3.56793403625488,3.49950790405273,3.51905822753906,3.51262720007645
177,3.48484516143798,3.52394580841064,3.50439548492431,3.49462032318115,3.58259677886962,3.4799575805664,3.5337209701538,3.49462032318115,3.48484516143798,3.5337209701538,3.4799575805664,3.49950790405273,3.5337209701538,3.64613533020019,3.53860855102539,3.48484516143798,3.57770919799804,3.50928306579589,3.5337209701538,3.52214512072111
178,3.49462032318115,3.53860855102539,3.49950790405273,3.50439548492431,3.58748435974121,3.49462032318115,3.54838371276855,3.50439548492431,3.48973274230957,3.54349613189697,3.49950790405273,3.51905822753906,3.54349613189697,3.64613533020019,3.53860855102539,3.49462032318115,3.59237194061279,3.51417064666748,3.54349613189697,3.53140580026727
179,3.50439548492431,3.54349613189697,3.51417064666748,3.51905822753906,3.59725952148437,3.50439548492431,3.55815887451171,3.50439548492431,3.50439548492431,3.54838371276855,3.49462032318115,3.52883338928222,3.53860855102539,3.66079807281494,3.5630464553833,3.50928306579589,3.60214710235595,3.52883338928222,3.54838371276855,3.54066647981342
180,3.50928306579589,3.54349613189697,3.5337209701538,3.52394580841064,3.60703468322753,3.51905822753906,3.5630464553833,3.51905822753906,3.50928306579589,3.5630464553833,3.51417064666748,3.52883338928222,3.55815887451171,3.6705732345581,3.57770919799804,3.52394580841064,3.60703468322753,3.5337209701538,3.5630464553833,3.55095612375359
181,3.52394580841064,3.53860855102539,3.5337209701538,3.54838371276855,3.6168098449707,3.52394580841064,3.57770919799804,3.5337209701538,3.50928306579589,3.55815887451171,3.52883338928222,3.55327129364013,3.57282161712646,3.67546081542968,3.58748435974121,3.5337209701538,3.6168098449707,3.5337209701538,3.55815887451171,3.55918783890573
182,3.52883338928222,3.5630464553833,3.55327129364013,3.54838371276855,3.6168098449707,3.53860855102539,3.58748435974121,3.54349613189697,3.52394580841064,3.57770919799804,3.5337209701538,3.55815887451171,3.58259677886962,3.69501113891601,3.59237194061279,3.54349613189697,3.62169742584228,3.5630464553833,3.57770919799804,3.57102092943693
183,3.53860855102539,3.5630464553833,3.55815887451171,3.54838371276855,3.63147258758544,3.54838371276855,3.59725952148437,3.55327129364013,3.5337209701538,3.58259677886962,3.52883338928222,3.56793403625488,3.59725952148437,3.70478630065918,3.58748435974121,3.54349613189697,3.63147258758544,3.56793403625488,3.58259677886962,3.57719471580103
184,3.54838371276855,3.56793403625488,3.57770919799804,3.56793403625488,3.64613533020019,3.55815887451171,3.6168098449707,3.56793403625488,3.53860855102539,3.58748435974121,3.55815887451171,3.57282161712646,3.60703468322753,3.70967388153076,3.59725952148437,3.55327129364013,3.64613533020019,3.57770919799804,3.58748435974121,3.58877056523373
185,3.55815887451171,3.59237194061279,3.58748435974121,3.57770919799804,3.65102291107177,3.56793403625488,3.63147258758544,3.58259677886962,3.54349613189697,3.60703468322753,3.56793403625488,3.58259677886962,3.60703468322753,3.71456146240234,3.6168098449707,3.5630464553833,3.66079807281494,3.58259677886962,3.60703468322753,3.60008917356792
186,3.56793403625488,3.60214710235595,3.58748435974121,3.59237194061279,3.6705732345581,3.57770919799804,3.63636016845703,3.58748435974121,3.56793403625488,3.61192226409912,3.58259677886962,3.59237194061279,3.62658500671386,3.73411178588867,3.6168098449707,3.57282161712646,3.6705732345581,3.59237194061279,3.61192226409912,3.6106360586066
187,3.56793403625488,3.60214710235595,3.59725952148437,3.59237194061279,3.6705732345581,3.59237194061279,3.65591049194335,3.60214710235595,3.57282161712646,3.6168098449707,3.57770919799804,3.59725952148437,3.63147258758544,3.73899936676025,3.62169742584228,3.56793403625488,3.68034839630127,3.60703468322753,3.6168098449707,3.61629536277369
188,3.57770919799804,3.62169742584228,3.60703468322753,3.60214710235595,3.69501113891601,3.60214710235595,3.65591049194335,3.61192226409912,3.57770919799804,3.62169742584228,3.60214710235595,3.60214710235595,3.64124774932861,3.753662109375,3.63636016845703,3.58748435974121,3.68523597717285,3.62658500671386,3.62169742584228,3.62787121220638
189,3.58259677886962,3.63147258758544,3.60703468322753,3.6168098449707,3.69989871978759,3.60214710235595,3.66568565368652,3.62658500671386,3.59237194061279,3.63636016845703,3.6168098449707,3.61192226409912,3.65591049194335,3.75854969024658,3.65102291107177,3.60214710235595,3.69989871978759,3.64613533020019,3.63636016845703,3.63893257944207
190,3.59725952148437,3.63636016845703,3.62169742584228,3.63147258758544,3.70967388153076,3.60214710235595,3.68034839630127,3.62169742584228,3.60214710235595,3.63636016845703,3.62169742584228,3.63147258758544,3.66079807281494,3.76832485198974,3.66079807281494,3.60703468322753,3.70967388153076,3.66079807281494,3.63636016845703,3.64716429459421
191,3.60214710235595,3.64613533020019,3.63636016845703,3.64613533020019,3.71944904327392,3.62658500671386,3.68034839630127,3.62658500671386,3.60703468322753,3.64613533020019,3.62169742584228,3.64613533020019,3.66568565368652,3.76343727111816,3.6705732345581,3.60703468322753,3.71456146240234,3.6705732345581,3.64613533020019,3.65488152754934
192,3.6168098449707,3.64613533020019,3.64613533020019,3.66079807281494,3.72922420501709,3.64124774932861,3.69501113891601,3.63147258758544,3.61192226409912,3.66568565368652,3.63636016845703,3.65102291107177,3.68034839630127,3.77810001373291,3.6705732345581,3.62658500671386,3.71944904327392,3.6705732345581,3.66568565368652,3.66542841258802
193,3.61192226409912,3.65591049194335,3.65102291107177,3.66568565368652,3.72922420501709,3.65102291107177,3.69501113891601,3.66079807281494,3.61192226409912,3.67546081542968,3.64613533020019,3.65591049194335,3.68523597717285,3.77810001373291,3.69012355804443,3.63636016845703,3.73899936676025,3.69012355804443,3.67546081542968,3.67391736883866
194,3.63636016845703,3.6705732345581,3.65591049194335,3.67546081542968,3.73899936676025,3.66568565368652,3.70967388153076,3.67546081542968,3.62658500671386,3.68523597717285,3.65591049194335,3.66568565368652,3.69989871978759,3.79276275634765,3.69989871978759,3.63636016845703,3.74877452850341,3.69012355804443,3.68523597717285,3.68497873607434
195,3.64613533020019,3.6705732345581,3.66568565368652,3.68523597717285,3.75854969024658,3.67546081542968,3.71456146240234,3.68034839630127,3.64124774932861,3.69501113891601,3.67546081542968,3.67546081542968,3.71456146240234,3.79276275634765,3.69012355804443,3.65591049194335,3.75854969024658,3.69989871978759,3.69501113891601,3.6942394156205
196,3.66079807281494,3.69012355804443,3.68034839630127,3.69501113891601,3.76832485198974,3.68523597717285,3.7243366241455,3.68034839630127,3.64124774932861,3.69012355804443,3.68034839630127,3.69501113891601,3.71944904327392,3.80253791809082,3.70967388153076,3.6705732345581,3.753662109375,3.70967388153076,3.69012355804443,3.70247113077264
197,3.66568565368652,3.70478630065918,3.68523597717285,3.70967388153076,3.76832485198974,3.68034839630127,3.7243366241455,3.68523597717285,3.66079807281494,3.70967388153076,3.68523597717285,3.68523597717285,3.72922420501709,3.82208824157714,3.7243366241455,3.67546081542968,3.77321243286132,3.71944904327392,3.70967388153076,3.71147456922029
198,3.68523597717285,3.71944904327392,3.69501113891601,3.71944904327392,3.78787517547607,3.69501113891601,3.74388694763183,3.69989871978759,3.6705732345581,3.70967388153076,3.70967388153076,3.69989871978759,3.72922420501709,3.82697582244873,3.73411178588867,3.68034839630127,3.77321243286132,3.72922420501709,3.70967388153076,3.72202145425897
199,3.70478630065918,3.71456146240234,3.70478630065918,3.72922420501709,3.79276275634765,3.69989871978759,3.753662109375,3.70478630065918,3.66079807281494,3.71944904327392,3.70967388153076,3.69989871978759,3.74388694763183,3.82697582244873,3.74388694763183,3.69012355804443,3.78787517547607,3.73899936676025,3.71944904327392,3.72870972282008
200,3.70478630065918,3.7243366241455,3.70478630065918,3.73411178588867,3.79765033721923,3.71456146240234,3.74877452850341,3.71456146240234,3.67546081542968,3.72922420501709,3.71944904327392,3.70967388153076,3.75854969024658,3.84652614593505,3.74388694763183,3.69501113891601,3.8074254989624,3.74877452850341,3.72922420501709,3.73719867907072
201,3.7243366241455,3.74388694763183,3.72922420501709,3.74877452850341,3.79765033721923,3.7243366241455,3.75854969024658,3.7243366241455,3.68523597717285,3.74877452850341,3.73411178588867,3.71456146240234,3.76832485198974,3.85141372680664,3.75854969024658,3.72922420501709,3.80253791809082,3.74388694763183,3.74877452850341,3.74928901070042
202,3.73411178588867,3.74877452850341,3.73899936676025,3.75854969024658,3.8074254989624,3.7243366241455,3.77321243286132,3.73899936676025,3.68523597717285,3.74877452850341,3.73899936676025,3.72922420501709,3.76343727111816,3.86607646942138,3.753662109375,3.72922420501709,3.8074254989624,3.75854969024658,3.74877452850341,3.75546279706453
203,3.73411178588867,3.74877452850341,3.73899936676025,3.76343727111816,3.8074254989624,3.74388694763183,3.77321243286132,3.74877452850341,3.70478630065918,3.77321243286132,3.753662109375,3.73899936676025,3.77810001373291,3.86607646942138,3.76343727111816,3.74388694763183,3.82697582244873,3.76343727111816,3.77321243286132,3.76549519990619
204,3.73411178588867,3.753662109375,3.753662109375,3.77321243286132,3.82697582244873,3.74388694763183,3.78787517547607,3.74877452850341,3.71944904327392,3.78787517547607,3.76343727111816,3.753662109375,3.78298759460449,3.86607646942138,3.77810001373291,3.74877452850341,3.82208824157714,3.76832485198974,3.78787517547607,3.77372691505833
205,3.753662109375,3.76343727111816,3.77321243286132,3.78298759460449,3.83675098419189,3.74877452850341,3.8074254989624,3.75854969024658,3.73411178588867,3.79276275634765,3.76343727111816,3.753662109375,3.79276275634765,3.89051437377929,3.77810001373291,3.74388694763183,3.83186340332031,3.78298759460449,3.79276275634765,3.78324483570299
206,3.753662109375,3.77321243286132,3.77810001373291,3.79276275634765,3.84163856506347,3.76343727111816,3.8074254989624,3.76832485198974,3.73899936676025,3.80253791809082,3.77321243286132,3.75854969024658,3.80253791809082,3.90517711639404,3.80253791809082,3.753662109375,3.85141372680664,3.78298759460449,3.80253791809082,3.79224827415064
207,3.77321243286132,3.77321243286132,3.77810001373291,3.80253791809082,3.85630130767822,3.77810001373291,3.81231307983398,3.77810001373291,3.753662109375,3.80253791809082,3.78298759460449,3.77321243286132,3.81231307983398,3.90028953552246,3.80253791809082,3.77321243286132,3.87096405029296,3.79276275634765,3.80253791809082,3.80099447149979
208,3.77810001373291,3.78298759460449,3.79276275634765,3.81231307983398,3.85630130767822,3.78787517547607,3.82697582244873,3.78298759460449,3.76343727111816,3.82208824157714,3.79276275634765,3.77810001373291,3.81231307983398,3.91006469726562,3.81231307983398,3.77810001373291,3.88073921203613,3.79765033721923,3.82208824157714,3.80999790994744
209,3.78298759460449,3.77810001373291,3.79765033721923,3.81720066070556,3.85630130767822,3.78787517547607,3.83186340332031,3.78787517547607,3.76832485198974,3.83186340332031,3.78298759460449,3.78298759460449,3.82697582244873,3.91006469726562,3.81720066070556,3.78787517547607,3.88073921203613,3.80253791809082,3.83186340332031,3.81385652642501
210,3.79276275634765,3.79765033721923,3.8074254989624,3.82697582244873,3.86607646942138,3.78787517547607,3.85141372680664,3.8074254989624,3.77810001373291,3.83675098419189,3.79765033721923,3.79765033721923,3.82208824157714,3.91983985900878,3.82208824157714,3.79276275634765,3.87096405029296,3.81720066070556,3.83675098419189,3.82260272377415
211,3.81231307983398,3.79765033721923,3.81720066070556,3.83675098419189,3.87585163116455,3.79765033721923,3.85630130767822,3.8074254989624,3.78787517547607,3.84652614593505,3.80253791809082,3.81720066070556,3.84163856506347,3.92472743988037,3.83186340332031,3.80253791809082,3.88562679290771,3.82208824157714,3.84652614593505,3.83212064441881
212,3.82208824157714,3.81720066070556,3.82208824157714,3.83675098419189,3.87585163116455,3.79276275634765,3.8611888885498,3.81231307983398,3.78298759460449,3.8611888885498,3.8074254989624,3.82697582244873,3.83186340332031,3.94427776336669,3.84163856506347,3.81231307983398,3.89051437377929,3.83675098419189,3.8611888885498,3.83880891297993
213,3.82208824157714,3.8074254989624,3.82697582244873,3.85141372680664,3.87585163116455,3.81231307983398,3.87096405029296,3.81720066070556,3.80253791809082,3.87096405029296,3.82208824157714,3.82208824157714,3.85141372680664,3.94916534423828,3.85630130767822,3.81231307983398,3.89051437377929,3.85141372680664,3.87096405029296,3.84652614593506
214,3.84163856506347,3.82208824157714,3.84163856506347,3.85630130767822,3.88073921203613,3.83675098419189,3.87096405029296,3.82208824157714,3.80253791809082,3.88073921203613,3.82697582244873,3.83675098419189,3.85630130767822,3.96382808685302,3.8611888885498,3.82208824157714,3.90517711639404,3.85141372680664,3.88073921203613,3.85578682548121
215,3.84652614593505,3.83675098419189,3.85630130767822,3.85630130767822,3.89051437377929,3.83675098419189,3.88562679290771,3.84163856506347,3.81720066070556,3.87585163116455,3.83675098419189,3.83675098419189,3.8611888885498,3.9687156677246,3.86607646942138,3.82208824157714,3.90517711639404,3.85141372680664,3.87585163116455,3.8614461296483
216,3.85141372680664,3.83186340332031,3.85630130767822,3.87096405029296,3.88562679290771,3.85141372680664,3.88073921203613,3.84163856506347,3.82208824157714,3.89051437377929,3.84163856506347,3.84652614593505,3.8611888885498,3.9687156677246,3.87585163116455,3.83186340332031,3.9149522781372,3.85141372680664,3.89051437377929,3.86659095161839
217,3.86607646942138,3.83186340332031,3.85141372680664,3.88073921203613,3.89051437377929,3.84652614593505,3.90028953552246,3.84652614593505,3.84163856506347,3.90028953552246,3.85630130767822,3.85141372680664,3.88073921203613,3.97360324859619,3.88073921203613,3.83675098419189,3.92961502075195,3.8611888885498,3.90028953552246,3.87507990786904
218,3.8611888885498,3.85141372680664,3.86607646942138,3.88562679290771,3.90517711639404,3.8611888885498,3.90028953552246,3.86607646942138,3.84652614593505,3.90028953552246,3.85630130767822,3.8611888885498,3.87096405029296,3.98337841033935,3.89051437377929,3.84163856506347,3.92472743988037,3.87585163116455,3.90028953552246,3.88151093533164
219,3.86607646942138,3.85141372680664,3.87585163116455,3.89051437377929,3.9149522781372,3.87585163116455,3.9149522781372,3.87096405029296,3.85141372680664,3.90028953552246,3.87585163116455,3.8611888885498,3.88073921203613,3.97849082946777,3.9149522781372,3.84652614593505,3.93939018249511,3.88562679290771,3.90028953552246,3.88922816828677
220,3.87585163116455,3.87585163116455,3.87585163116455,3.88562679290771,3.91983985900878,3.88073921203613,3.9149522781372,3.88073921203613,3.84652614593505,3.91006469726562,3.88562679290771,3.87585163116455,3.89540195465087,3.98826599121093,3.91006469726562,3.86607646942138,3.94427776336669,3.88562679290771,3.91006469726562,3.89617367794639
221,3.89051437377929,3.88073921203613,3.89051437377929,3.90517711639404,3.91983985900878,3.88562679290771,3.92472743988037,3.89051437377929,3.86607646942138,3.92472743988037,3.88562679290771,3.88073921203613,3.89051437377929,3.98337841033935,3.91983985900878,3.87096405029296,3.94916534423828,3.90028953552246,3.92472743988037,3.90440539309853
222,3.89540195465087,3.89540195465087,3.89051437377929,3.90028953552246,3.91983985900878,3.89540195465087,3.91983985900878,3.90517711639404,3.87585163116455,3.93939018249511,3.88562679290771,3.89540195465087,3.90517711639404,3.99315357208252,3.92961502075195,3.87096405029296,3.95405292510986,3.91983985900878,3.93939018249511,3.91212262605365
223,3.90028953552246,3.90517711639404,3.89540195465087,3.9149522781372,3.93939018249511,3.9149522781372,3.94427776336669,3.90028953552246,3.88073921203613,3.94916534423828,3.90028953552246,3.89540195465087,3.90517711639404,4.00292873382568,3.93939018249511,3.87585163116455,3.95894050598144,3.91983985900878,3.94916534423828,3.9206115823043
224,3.89540195465087,3.90517711639404,3.90517711639404,3.9149522781372,3.93939018249511,3.91006469726562,3.95405292510986,3.91983985900878,3.89051437377929,3.94916534423828,3.90517711639404,3.90517711639404,3.91983985900878,4.01759147644043,3.93939018249511,3.89540195465087,3.97360324859619,3.93450260162353,3.94916534423828,3.92755709196392
225,3.9149522781372,3.91983985900878,3.91006469726562,3.92472743988037,3.95405292510986,3.91983985900878,3.9687156677246,3.92472743988037,3.89540195465087,3.95894050598144,3.90517711639404,3.9149522781372,3.93450260162353,4.02247905731201,3.95405292510986,3.89540195465087,3.97360324859619,3.92961502075195,3.95894050598144,3.93578880711605
226,3.9149522781372,3.91983985900878,3.9149522781372,3.92961502075195,3.96382808685302,3.91983985900878,3.97360324859619,3.92961502075195,3.89540195465087,3.97360324859619,3.9149522781372,3.92472743988037,3.92961502075195,4.02247905731201,3.96382808685302,3.90028953552246,3.9687156677246,3.95894050598144,3.97360324859619,3.94170535238165
